m,basis,n_dof,cholesky_ok,seconds,e_lam_mode1,e_lam_mode2,e_lam_mode3,e_lam_mode4
0,bspline_p3,11,True,0.001883330987766385,1.0680027663946262e-05,0.00010634420903729008,0.0006688576854924917,0.0027197740705988617
0,radial_hermite_fem,80,True,0.11841258686035872,3.8892188193086906e-08,4.0563358188429174e-07,2.3405738623527654e-06,8.368100416998628e-06
0,monomial_raw,16,False,0.0047654397785663605,nan,nan,nan,nan
0,monomial_orthonormalized,16,True,0.0005599160213023424,5.988340187215011e-11,8.46476636239564e-11,1.7251288909153622e-11,6.392628129043123e-12
0,shifted_legendre,16,True,0.0014866942074149847,1.794072162968753e-10,2.9105692939579057e-10,1.7055337714373408e-11,1.7070819573133313e-12
0,integrated_legendre,16,True,0.002505902899429202,1.537213478200829e-11,8.530893286731035e-11,3.556374777751826e-11,3.740652497127844e-12
0,chebyshev,16,True,0.0012529350351542234,3.221383469323496e-11,6.381756689220358e-11,2.1221837820118477e-11,8.482292429525791e-12
0,bspline_p3,15,True,0.003426233073696494,2.780209689108913e-06,2.7389448445393065e-05,0.00016546245386841966,0.0006346546737015726
0,radial_hermite_fem,80,True,0.14595118397846818,3.8892188193086906e-08,4.0563358188429174e-07,2.3405738623527654e-06,8.368100416998628e-06
1,monomial_raw,6,True,0.000490379985421896,2.102186979504973e-06,3.5123922978272304e-05,0.0006359166798895332,0.09764317052084856
1,monomial_orthonormalized,6,True,0.00023687910288572311,2.102187238773639e-06,3.5123923410458485e-05,0.000635916681778427,0.09764316898156357
1,shifted_legendre,6,True,0.0003917089197784662,2.102186751586272e-06,3.512392267078461e-05,0.0006359166818253656,0.0976431689816421
1,integrated_legendre,6,True,0.0006342199631035328,2.1021870867783122e-06,3.512392309008601e-05,0.0006359166817417496,0.0976431689816842
1,chebyshev,6,True,0.0005077079404145479,2.1021870811323468e-06,3.512392316804986e-05,0.0006359166818360632,0.09764316898156063
1,bspline_p3,5,True,0.000667419983074069,0.0006061485047252746,0.004566187425309588,0.03682202093809233,0.059783602588304216
1,radial_hermite_fem,80,True,0.10001378483138978,5.3701845966425285e-08,4.141930904339646e-07,2.3266610023247197e-06,8.313766962561862e-06
1,monomial_raw,8,True,0.0005163648165762424,1.0325043879741628e-08,1.4895066957739007e-08,8.38545054765165e-06,0.0026796482609998747
1,monomial_orthonormalized,8,True,0.0004497088957577944,1.0320035760018284e-08,1.4887235193821029e-08,8.385479837296272e-06,0.002679659811104063
1,shifted_legendre,8,True,0.0005191650707274675,1.0321649466023423e-08,1.4889441549040017e-08,8.385479691459341e-06,0.0026796598107095737
1,integrated_legendre,8,True,0.0008677230216562748,1.032282976990933e-08,1.4890724349253451e-08,8.385479392144324e-06,0.0026796598107171558
